# docs/ir-op-inventory.tsv — GENERATED, do not edit.
# regenerate:  tools/ir-inventory.pl
# one row per name exported by the :pcl runtime package (the IR's
# whole vocabulary).  Contract columns are UNCLASSIFIED until the op's
# docstring carries a `Contract:` tail (grammar: docs/ir-spec.md §10).
name	kind	family	lambda_list	ctx	coerce	magic	dies	dynamic	phase	host	flags	summary
p-local-array-slice	macro	dynamic-scope	(arr-var idx-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Localize array elements by index or range. idx-form may be a scalar index or a non-string vector (the result of a p-.. range, or an explicit key list). The vect
p-local-cell	macro	dynamic-scope	(sym init &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Direction-D `local` on a SYMBOL-MACRO GLOBAL (task #289, plan docs/direction-d-plan.md): save the cell, install INIT (the emitter passes the same p-box-for-loca
p-local-cell-if	macro	dynamic-scope	(cond-form sym init &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		p-local-cell whose save/install/restore happen only when COND-FORM holds — the lowering of `local $ORDINARY-GLOBAL if COND` (task #541). COND-FORM is already a 
p-local-deref-array	macro	dynamic-scope	(ref-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		local @{EXPR} / local @$ref — save/restore a symbolic-ref'd package array.
p-local-deref-hash	macro	dynamic-scope	(ref-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		local %{EXPR} / local %$ref — save/restore a symbolic-ref'd package hash.
p-local-deref-scalar	macro	dynamic-scope	(ref-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		local ${EXPR} / local $$ref — save/restore a symbolic-ref'd package scalar. Mutates the box in place (the symbol is only known at run time), so caches must be i
p-local-dot	macro	dynamic-scope	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Localize $. (Perl `local $.`). Perl localizes only the *current filehandle* that $. refers to (PL_last_in_gv), not the per-handle line counter: on scope exit th
p-local-glob	macro	dynamic-scope	(pkg-str name-str &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Save all slots of *pkg::name, clear them (Perl local *foo = fresh glob), execute body, restore on exit.
p-local-glob-dynamic	macro	dynamic-scope	(name-form cond-form rhs-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		`local *{EXPR}` and `local *{EXPR} = RHS` — the typeglob is NAMED AT RUN TIME (task #564). p-local-glob / p-local-glob-if are the static-name twins, and the onl
p-local-glob-if	macro	dynamic-scope	(cond-form pkg-str name-str rhs-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The deprecated conditional-local idiom `local *foo = RHS if COND` (e.g. Text::ParseWords::old_shellwords: `local *_ = \join('',@_) if @_`). Perl does NOT locali
p-local-hash-elem	macro	dynamic-scope	(hash-var key-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Save/restore one hash entry. Like Perl's local $hash{key}. Handles %ENV (environment variables) specially.
p-local-hash-elem-init	macro	dynamic-scope	(hash-var key-form init-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Like p-local-hash-elem but evaluates init-form BEFORE installing fresh box. Handles %ENV (environment variables) specially. Used for local($h{key}) = EXPR where
p-local-maybe	macro	dynamic-scope	(cond-form localizer &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Run BODY inside LOCALIZER when COND-FORM holds, and BARE otherwise — the lowering of `local TARGET if COND` for every target whose localizer establishes no LEXI
p-local-pipe	macro	dynamic-scope	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Localize $| (Perl `local $|`) for the handle selected at entry: local's undef clamps to 0 inside, and the previous flag comes back on exit — including on a non-
p-localtime	function	time	(&optional time)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl localtime - convert time to local time components. In list context returns (sec min hour mday mon year wday yday isdst). Note: mon is 0-11, year is years s
p-lock	function	io	(x)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl lock: a no-op returning its argument on an unthreaded perl (which this is — 'This Perl not built to support threads').
p-log	function	math	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl log - natural logarithm
p-lstat	macro	file-ops	(arg)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl p-lstat — a bareword filehandle in the operand slot is a NAME, not a variable (#1032). Body: %p-lstat-impl.
p-make-typeglob	function	typeglob	(pkg-str name-str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a typeglob object for *Pkg::Name.
p-map	function	aggregate-builtin	(fn &rest items)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl map - fn receives item as $_ parameter. Runs block in list context; flattens per-iteration vectors into result. Accepts (fn @array) or (fn elem1 elem2 ...)
p-method-call	function	oo	(obj method &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl method call - looks up p-METHOD function in object's package and walks MRO for inheritance
p-mkdir	function	file-ops	(dir &optional mode)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl mkdir - create directory. Returns true on success, sets $! on failure.
p-my-=	macro	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign to a lexically-bound 'my' variable. Unlike p-scalar-=, does not auto-declare the variable as special — the enclosing let binding (emitted by _with_declar
p-next	macro	control-flow	(&optional label)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl next (continue) - optionally with label to continue specific loop
p-not	function	logical	(a)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl logical NOT (low precedence) — perl's `not', which is `!' with a different precedence and the SAME overload key.
p-note-inc	function	module-system	(module-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		%INC entry for MODULE-NAME (`strict`, `Test::More`) — the module-name face of %p-note-inc-path. Emitted by codegen for the `use`/`no`/`require` of a pragma, whi
p-oct	function	string	(str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl oct - convert octal/hex/binary string to number. Recognizes prefixes: 0x/0X (hex), 0b/0B (binary), 0o/0O (octal), 0 (octal). Also handles bare x/X, b/B, o/
p-open	macro	io	(fh mode &optional filename)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl open - open file with given mode. 2-arg: (p-open FH expr) - mode is parsed from expr 3-arg: (p-open FH mode filename) Bareword FH is quoted; lexical $fh is
p-opendir	macro	directory-io	(dh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl opendir — bareword dirhandle is auto-quoted.
p-or	macro	logical	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl 'or' operator
p-or-assign	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl ||= (or-assign) - assigns value only if place is false.
p-ord	function	string	(str)	insensitive	str	none	no	no	no	none		Perl ord - code point of first character
p-overload-strval	function	overload	(obj)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Return the non-overloaded string value of OBJ (the raw address form). Implements overload::StrVal($obj) — bypasses any '""' overload.
p-overloaded	function	overload	(obj)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Return true (1) if OBJ has any use overload handlers registered, else undef. Implements overload::Overloaded($obj).
p-pack	function	pack	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-pipe	macro	io	(read-fh write-fh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl pipe - bareword filehandles are auto-quoted; lexical $fh passed as box.
p-pop	function	aggregate-builtin	(arr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl pop - removes from end, returns the element as-is (preserving references).
p-pos	function	misc-builtin	(var &optional new-pos)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl pos - get/set match position for /g regex. With one arg, returns current position (or nil). With two args, sets position and returns new-pos.
p-pos-lvalue-cell	function	reference	(var)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Bare magic-cell box for a pos() lvalue (no \-ref wrapper). See p-substr-lvalue-cell.
p-pos-ref	function	reference	(var)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \pos(VAR) — a live reference to VAR's /g match-position magic. Reading returns the current pos (or undef); writing sets it. VAR must be a box.
p-post++	macro	increment	(place)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl postfix ++ - returns old value. Supports magical string increment for alphanumeric strings.
p-post--	macro	increment	(place)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl postfix -- - returns old value
p-pre++	macro	increment	(place)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl prefix ++ - works on boxed values, hash/array elements, and derefs. Supports magical string increment for alphanumeric strings.
p-pre--	macro	increment	(place)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl prefix -- - works on boxed values, hash/array elements, and derefs
p-print	function	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl print - prints args then appends $\ (output record separator)
p-printf	function	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl printf - formatted print (with optional filehandle)
p-prototype	function	introspection	(&optional ref)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl prototype() - returns the prototype string of a function, or undef. Only prototypes declared via the :prototype(...) attribute (or Sub::Util::set_prototype
p-push	macro	aggregate-builtin	(arr &rest items)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl push - adds to end of array, auto-declares if needed
p-qr	function	compiled-regex	(pattern-string)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Parse qr/pattern/modifiers and return a compiled regex (regex-match struct). Pattern-string is like 'qr/foo/i' or 'qr{pattern}i'
p-quotemeta	function	string	(str)	insensitive	str	none	no	no	no	none		Perl quotemeta - escape non-word characters. For ASCII (code < 128): escape unless [A-Za-z0-9_]. For non-ASCII (code >= 128): escape unless Unicode alphanumeric
p-rand	function	math	(&optional max)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl rand - random number in [0, EXPR). perlfunc: "If EXPR is omitted or zero, uses 1" — a supplied 0 is NOT a zero range (op/rand.t t260 'rand() without args i
p-raw-params	macro	declaration	((&rest params) &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Signature fast path for `sub f { my ($a,$b) = @_; … }` whose body provably never observes @_ again: bind PARAMS raw (unboxed, no p-list-= / no boxes) positional
p-read	macro	io	(fh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl read — bareword filehandle is auto-quoted.
p-readdir	macro	directory-io	(dh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl readdir — bareword dirhandle is auto-quoted.
p-readline	macro	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl readline / <FH> — in list context reads all records; in scalar reads one. When *p-in-list-assign-rhs* is t (inside p-list-= RHS), always use scalar mode so
p-readlink	function	file-ops	(path)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl readlink EXPR — return the target of a symbolic link (undef on failure). EXPR defaults to $_ (the codegen supplies it for the no-arg form).
p-recv	macro	socket	(fh buf len flags)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl recv — bareword filehandle is auto-quoted; the buffer is written through.
p-redo	macro	control-flow	(&optional label)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl redo - optionally with label to redo specific loop
p-ref	function	introspection	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl ref() function - get reference type or class name if blessed. Returns empty string for non-references.
p-refgen-list	function	reference	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \(LIST) — distribute reference generation over list elements. Receives the list-context value of the parenthesized expression and returns a fresh vector wi
p-reftype	function	introspection	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-regex	function	regex	(pattern-string)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Parse /pattern/modifiers and return a regex-match struct, memoized on the source text (see *p-regex-op-cache*). Pattern-string is like '/foo/i' or 'm/bar/g' or 
p-regex-from-parts	function	compiled-regex	(pattern modifiers)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Build a regex from a runtime-interpolated pattern string and modifier string. Used when the regex contains variable interpolation (e.g. /$x/ or qr/$x/). A patte
p-register-overloads	function	overload	(pkg pairs-vec)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Register use overload handlers for package PKG from PAIRS-VEC. PAIRS-VEC is the CL vector generated by transpiling: use overload '+' => \&add, '""' => \&str, fa
p-register-pkg-name	function	package-tracking	(pkg perl-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Record the original-case PERL-NAME for CL package PKG in *pcl-pkg-name-map* WITHOUT changing the lexically-current package. Emitted in each package's preamble (
p-rename	function	file-ops	(old new)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl rename - rename(2), both path strings passed to the C layer untouched: wildcard characters stay literal (#755), a relative NEW is cwd-relative (CL rename-f
p-require	function	module-system	(module-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl require - load module at runtime WITHOUT calling its ->import. `require Foo` only loads; `use Foo` = require + import. Calling import here would re-run the
p-require-file	function	module-system	(path)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl require with a string/path argument. A `.pm` path (Foo/Bar.pm) is a MODULE require: resolve through @INC and the lib/ shims exactly like a bareword `requir
p-require-parent	function	module-system	(module-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Implicit require performed by `use parent`/`use base` (Perl does `require $_` for each parent unless -norequire). Loading the parent makes its package and metho
p-require-version	function	module-system	(ver)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl `require VERSION` — die when VERSION exceeds the running version, else return 1. Emitted by codegen for version-literal requires; also the runtime path for
p-reset	function	misc-builtin	(&optional pattern)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl reset - reset ?? searches. No-op in PCL, returns 1.
p-resolve-invocant	function	oo	(name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Resolve a bareword invocant for method calls. In Perl, Foo->bar() checks if sub Foo exists first: - If pl-Foo is a user-defined function in current package → ca
p-return	macro	control-flow	(&rest values)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl return - returns single value or list depending on args. Evaluates argument(s) with *wantarray* restored to *pcl-caller-wantarray* so that 'return do { @a,
p-return-empty	macro	control-flow	(&optional (ctx (quote *wantarray*)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The VALUE of a bare `return;` — perl's EMPTY LIST in list context, undef (raw nil) in scalar/void. Two sites ask this question and they must agree (rule 11): `p
p-reverse	function	string	(&rest items)	sensitive	str	none	no	no	no	none		Perl reverse: in list context reverses element order; in scalar context concatenates all items into a string and reverses the characters.
p-rewinddir	macro	directory-io	(dh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl rewinddir — bareword dirhandle is auto-quoted.
p-rindex	function	string	(str substr &optional start)	insensitive	str,num	none	no	no	no	none		Perl rindex - find substring from end. Negative start position returns -1 for non-empty substr. For empty substr, negative position is clamped to 0 (Perl return
p-rmdir	function	file-ops	(dir)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl rmdir - remove empty directory. Returns true on success, sets $! on failure.
p-run-compile-phase-blocks	function	phase	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The compile->run boundary of the main program: run UNITCHECK blocks (reverse order), then CHECK blocks (reverse order), then INIT blocks (source order). Emitted
p-say	function	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl say - print with "\n" appended INSTEAD of $\ (task #500)
p-scalar	function	aggregate-builtin	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl scalar function - returns length for arrays, value for scalars. With multiple args (comma expr), returns the last value.
p-scalar-=	macro	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign to a scalar variable ($var). Auto-declares as global if unbound. Reference values (p-backslash) are stored as box-in-box.
p-scalar-ctx	macro	context-frame	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Evaluate BODY in Perl SCALAR context.
p-seek	macro	io	(fh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl seek — bareword filehandle is auto-quoted.
p-select	function	io	(&optional (fh nil) (wbits nil) (ebits nil) (timeout nil timeout-p))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl select - the one-arg form makes FH the default output handle for print/printf/say and the handle $| applies to, and returns the PREVIOUS selection so `my $
p-send	macro	socket	(fh msg flags &optional to)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl send — bareword filehandle is auto-quoted.
p-set-array-length	function	aggregate-builtin	(arr new-last-index)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Set array length by setting $#array. Perl semantics: - Growing: extends with HOLES (nil slots — `$#a++` does not vivify: `exists $a[$i]` is false for the new po
p-set-current-package	function	package-tracking	(pkg perl-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Record the original-case PERL-NAME for CL package PKG (a package designator as emitted by codegen) and make it the lexically-current package. Called by generate
p-setf	macro	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl assignment - dispatches to type-specific forms or uses CL setf for element access.
p-setgrent	function	user-db	(&key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl setgrent() — rewind the group file for getgrent iteration.
p-setpgrp	function	process	(&optional pid pgrp)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl setpgrp PID, PGRP (both default 0 = current process/new group) - setpgid(2). Returns 1 on success, 0 on failure with $! set.
p-setpwent	function	user-db	(&key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl setpwent() — rewind the passwd file for getpwent iteration.
p-setsockopt	macro	socket	(fh level optname optval)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl setsockopt — bareword filehandle is auto-quoted.
p-set_up_inc	function	file-ops	(&rest dirs)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl test.pl set_up_inc - modifies @INC for tests. No-op in PCL since @INC is set up during transpilation.
p-shift	function	aggregate-builtin	(arr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl shift - removes from front, returns the element as-is (preserving references). Like p-aref, does NOT unbox: box-set handles plain vs reference boxes correc
p-shutdown	macro	socket	(fh how)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl shutdown — bareword filehandle is auto-quoted.
p-sig-rest-array	function	signature	(args start)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Slurpy @rest signature parameter: a fresh adjustable Perl array holding the flattened ARGS from index START onward.
